Station Name,Province,Year,Mean Temperature (C),Total Precipitation (mm)
HANNA,AB,1984,18.2,82.0
LACOMBE CDA,AB,1984,15.7,49.2
MADDEN,AB,1984,15.8,64.6
MIRROR FLETCHER,AB,1984,16.5,43.5
OLDS,AB,1984,16.5,52.2
OYEN CAPPON,AB,1984,19.6,71.8
RED DEER,AB,1984,16.8,42.1
RED DEER A,AB,1984,15.9,73.5
SCAPA,AB,1984,18.2,53.9
SCHULER,AB,1984,19.1,30.2
SCOTFIELD,AB,1984,18.9,62.6
SIBBALD,AB,1984,19.8,54.7
SUNDRE RS,AB,1984,15.1,56.4
TROCHU EQUITY,AB,1984,17.4,28.2
TROCHU TOWN,AB,1984,18.3,17.0
TWO BAR LAKE,AB,1984,18.3,69.8
KEYSTONE LO,AB,1984,15.3,34.0
BIG COULEE,AB,1984,17.9,40.0
BROOKS AHRC,AB,1984,18.8,53.4
CALDWELL,AB,1984,17.5,42.2
CALGARY INT'L A,AB,1984,17.4,24.6
CARDSTON,AB,1984,18.5,27.2
CARWAY,AB,1984,16.2,17.2
CHESTERMERE LAKE SOUTH,AB,1984,17.0,28.9
CLARESHOLM WATERWORKS,AB,1984,18.5,39.8
CONNELLY CREEK,AB,1984,16.5,27.0
FOREMOST,AB,1984,19.6,7.0
FORT MACLEOD,AB,1984,18.9,46.2
GLEICHEN,AB,1984,17.6,49.4
HERRONTON EAST,AB,1984,17.5,26.6
HIGH RIVER,AB,1984,15.9,26.2
LETHBRIDGE A,AB,1984,19.6,20.2
LETHBRIDGE CDA,AB,1984,19.2,20.0
MEDICINE HAT A,AB,1984,20.5,14.2
MEDICINE LODGE LO,AB,1984,16.1,5.2
MONARCH,AB,1984,18.3,28.5
PINCHER CREEK A,AB,1984,17.8,28.2
QUEENSTOWN,AB,1984,18.8,43.6
STRATHMORE EAST,AB,1984,17.1,62.8
SUFFIELD A,AB,1984,20.4,30.8
TABER,AB,1984,20.0,17.6
UNIVERSITY OF CALGARY,AB,1984,16.8,21.9
VAUXHALL CDA,AB,1984,19.0,20.0
VULCAN,AB,1984,17.4,30.6
ALTAWAN,AB,1984,20.6,1.3
KNIGHT LAKE,AB,1984,16.7,11.6
MANYBERRIES CDA,AB,1984,21.0,1.2
MASINASIN,AB,1984,20.5,4.6
WARNER WEST,AB,1984,19.7,13.0
WHISKEY GAP,AB,1984,17.0,7.4
WRITING ON STONE PARK,AB,1984,19.5,3.8
BALDY LO,AB,1984,11.0,35.1
BANFF,AB,1984,15.5,26.4
BEAVER MINES,AB,1984,17.0,24.5
BIGHORN DAM,AB,1984,14.9,36.4
BLUEHILL LO,AB,1984,12.2,33.7
BLAIRMORE HQTS RS,AB,1984,15.7,34.0
BURNT TIMBER LO,AB,1984,10.2,52.7
CAMERON FALLS,ON,1984,17.1,90.5
CARBONDALE LO,AB,1984,15.7,30.4
CASTLE MOUNTAIN VILLAGE,AB,1984,12.9,22.0
CLINE LO,AB,1984,12.6,16.6
COLEMAN,AB,1984,15.7,33.3
COLUMBIA ICEFIELD,AB,1984,9.5,23.1
ELBOW RS,AB,1984,13.3,29.8
GHOST RS,AB,1984,13.4,19.6
GRAVE FLATS LO,AB,1984,10.5,24.8
HAILSTONE BUTTE LO,AB,1984,11.0,23.5
IRONSTONE LO,AB,1984,13.7,24.0
JASPER,AB,1984,15.6,23.4
JASPER WEST GATE,AB,1984,13.5,34.0
JUNCTION LO,AB,1984,12.0,16.8
KANANASKIS,AB,1984,14.8,36.0
KANANASKIS BOUNDARY RS,AB,1984,14.1,43.7
KANANASKIS POCATERRA,AB,1984,12.5,31.6
KANANASKIS LO,AB,1984,12.1,31.5
KISKA LO,AB,1984,12.0,14.9
KOOTENAY PLAINS,AB,1984,13.6,15.4
LAKE LOUISE,AB,1984,12.5,10.0
LIVINGSTONE LO,AB,1984,12.3,18.8
MOCKINGBIRD LO,AB,1984,13.3,32.9
MOOSE MTN LO,AB,1984,9.0,31.3
NORDEGG RS,AB,1984,12.8,47.3
PEKISKO,AB,1984,14.1,14.4
PORCUPINE LO,AB,1984,15.9,17.7
RASPBERRY LO,AB,1984,10.6,9.9
SUGARLOAF LO,AB,1984,10.9,31.2
SUNWAPTA,AB,1984,11.5,23.6
TORRENS LO,AB,1984,10.5,47.7
WATERTON RIVER CABIN,AB,1984,15.9,35.2
ADAMS CREEK LO,AB,1984,9.8,13.5
ALGAR LO,AB,1984,16.0,74.6
ANSELL LO,AB,1984,14.8,64.1
ATHABASCA 2,AB,1984,16.5,92.4
ATHABASCA LO,AB,1984,13.9,52.6
BAIRD LAKE,AB,1984,15.8,40.0
BEAVER LAKE RS,AB,1984,17.4,62.3
BERLAND LO,AB,1984,14.6,32.8
BIRCH MOUNTAIN LO,AB,1984,15.2,87.9
BITUMONT LO,AB,1984,17.5,71.6
BUCKTON LO,AB,1984,15.1,45.0
CALLING LAKE RS,AB,1984,16.4,117.3
CAMPSIE,AB,1984,16.5,58.2
CARROT CREEK LO,AB,1984,16.1,34.1
CHISHOLM LO,AB,1984,15.3,98.6
CHRISTINA LO,AB,1984,16.2,93.7
COAL VALLEY,AB,1984,12.7,30.1
COLD CREEK RS,AB,1984,15.7,32.2
CONKLIN LO,AB,1984,16.8,79.3
COWPAR LO,AB,1984,17.1,83.0
CROSS LAKE,AB,1984,15.7,87.7
DEER MOUNTAIN LO,AB,1984,14.2,77.5
EAGLE LO,AB,1984,14.8,42.0
EDSON A,AB,1984,15.2,66.8
ELLS LO,AB,1984,16.0,74.9
ENILDA LO,AB,1984,15.8,70.4
ENTRANCE,AB,1984,16.0,33.8
FLATTOP LO,AB,1984,15.2,110.5
FORT MACKAY RS,AB,1984,17.4,47.2
FORT MCMURRAY A,AB,1984,17.6,87.4
GOOSE MOUNTAIN LO,AB,1984,13.7,70.2
GORDON LAKE LO,AB,1984,17.0,89.6
GRANDE LO,AB,1984,16.0,66.4
HEART LAKE LO,AB,1984,15.9,128.2
HIGH PRAIRIE A,AB,1984,16.0,53.4
HOUSE MOUNTAIN LO,AB,1984,13.9,65.2
HUCKLEBERRY LO,AB,1984,14.1,36.6
IMPERIAL LO,AB,1984,14.2,49.1
JASPER EAST GATE,AB,1984,15.8,32.1
JOHNSON LAKE LO,AB,1984,16.2,90.6
KAYBOB 3,AB,1984,15.8,49.9
KEANE LO,AB,1984,18.3,87.8
KINUSO RS,AB,1984,15.5,61.8
LIVOCK LO,AB,1984,15.9,70.5
LOVETT LO,AB,1984,14.2,39.4
MARTEN MOUNTAIN LO,AB,1984,13.8,105.2
MAYBERNE LO,AB,1984,14.0,34.6
MAY LO,AB,1984,16.0,113.2
MERIDIAN LO,AB,1984,15.2,95.3
MOBERLY LO,AB,1984,12.7,45.1
MOOSE WALLOW,AB,1984,16.4,41.5
MUSKEG LO,AB,1984,16.6,69.0
OBED LO,AB,1984,12.2,26.0
PASS CREEK LO,AB,1984,15.3,46.6
PRIMROSE LO,AB,1984,17.4,51.9
RICHARDSON LO,AB,1984,18.9,33.0
ROBB RS,AB,1984,14.7,46.2
ROCK ISLAND LAKE LO,AB,1984,16.1,118.8
RONAN,AB,1984,15.7,49.5
ROUND HILL LO,AB,1984,16.0,117.6
SALT PRAIRIE LO,AB,1984,15.2,95.8
SAND RIVER LO,AB,1984,16.8,87.6
SANDY LAKE LO,AB,1984,16.5,82.9
SHINING BANK,AB,1984,15.7,36.8
SLAVE LAKE A,AB,1984,16.1,50.1
SMITH RS,AB,1984,15.5,79.1
STONEY MOUNTAIN LO,AB,1984,16.6,87.0
SWAN DIVE LO,AB,1984,15.3,68.1
THICKWOOD LO,AB,1984,16.6,82.4
TOM HILL LO,AB,1984,14.9,39.6
TONY LO,AB,1984,15.5,51.0
VEGA LO,AB,1984,16.5,46.8
VENICE,AB,1984,15.9,64.4
WANDERING RIVER RS,AB,1984,16.3,91.4
WHITECOURT A,AB,1984,16.3,22.5
WHITECOURT LO,AB,1984,15.0,26.1
WINEFRED LO,AB,1984,16.0,76.0
YELLOWHEAD LO,AB,1984,13.4,57.1
WILDWOOD NEWBERY,AB,1984,15.5,45.2
HOPE LAKE,AB,1984,16.3,17.5
HINTON BLUE LAKE CENTRE,AB,1984,12.7,37.7
FORT ASSINIBOINE,AB,1984,16.5,47.2
ADAIR LO,AB,1984,16.1,77.2
AMBER LO,AB,1984,15.7,82.8
BALD MOUNTAIN LO,AB,1984,15.6,19.5
BATTLE RIVER LO,AB,1984,16.0,40.7
BEAVERLODGE CDA,AB,1984,15.6,17.8
BASSET LO,AB,1984,14.0,100.5
BERWYN CDA,AB,1984,14.9,27.6
BISON LO,AB,1984,15.8,56.4
BUFFALO LO,AB,1984,15.1,70.5
CADOTTE LO,AB,1984,14.9,113.8
CARIBOU MTN LO,AB,1984,14.1,87.6
CARLSON'S LANDING LO,AB,1984,17.6,62.5
CHINCHAGA LO,AB,1984,14.8,61.7
CHIPEWYAN LAKES LO,AB,1984,16.0,83.2
CLEAR HILLS LO,AB,1984,14.1,85.1
CODESA LO,AB,1984,15.8,27.7
COPTON LO,AB,1984,10.6,44.3
DEADWOOD LO,AB,1984,15.8,69.5
DEBOLT RS,AB,1984,14.5,23.4
DOIG LO,AB,1984,13.2,92.5
DOUCETTE LO,AB,1984,16.2,89.2
ECONOMY LO,AB,1984,15.4,30.3
EDRA LO,AB,1984,15.0,108.2
ELMWORTH CDA EPF,AB,1984,14.8,23.0
EUREKA RIVER,AB,1984,14.4,57.9
FAIRVIEW,AB,1984,16.3,35.4
FOGGY LO,AB,1984,12.9,79.4
FONTAS LO,AB,1984,13.7,151.7
FORT CHIPEWYAN A,AB,1984,17.7,57.9
FORT VERMILION CDA,AB,1984,17.0,53.1
GRANDE CACHE RS,AB,1984,13.8,34.9
GRANDE PRAIRIE A,AB,1984,15.8,27.4
GROVEDALE RS,AB,1984,14.7,16.2
HAWK HILLS LO,AB,1984,15.7,40.7
HAY CAMP TOWER,AB,1984,17.7,68.0
HIGH LEVEL A,AB,1984,16.3,61.8
HOTCHKISS LO,AB,1984,14.6,99.2
JEAN LO,AB,1984,15.5,108.8
KAKWA LO,AB,1984,14.3,29.7
KEG RIVER RS,AB,1984,16.1,44.7
KEG LO,AB,1984,14.4,83.2
KLEWI TOWER,AB,1984,17.0,40.8
KSITUAN,AB,1984,16.3,35.6
LA CRETE RS,AB,1984,17.4,43.0
LAMBERT CREEK LO,AB,1984,16.7,82.0
LEGEND LO,AB,1984,15.0,101.7
KIMIWAN LO,AB,1984,14.9,88.4
MUSKWA LO,AB,1984,16.4,65.9
NORTH STAR,AB,1984,16.1,83.0
NOSE MOUNTAIN LO,AB,1984,12.4,29.5
NOTIKEWIN LO,AB,1984,14.8,94.0
NOTIKEWIN EAST,AB,1984,15.3,65.1
OTTER LAKES LO,AB,1984,14.9,84.0
PANNY LO,AB,1984,16.3,53.8
PARSON LAKE TOWER,AB,1984,17.2,68.9
PEACE RIVER A,AB,1984,16.1,43.3
PETITOT LO,AB,1984,14.3,75.0
PINTO LO,AB,1984,15.2,26.5
PONTON LO,AB,1984,13.8,111.5
PUSKWASKAU LO,AB,1984,15.5,17.7
RED EARTH LO,AB,1984,15.7,85.4
RED EARTH RS,AB,1984,15.9,74.0
SADDLE HILLS LO,AB,1984,14.7,39.2
SIMONETTE,AB,1984,15.5,39.6
SIMONETTE LO,AB,1984,14.1,73.6
RAINBOW LO,AB,1984,15.4,94.2
SMOKY LO,AB,1984,15.1,70.5
SNUFF MOUNTAIN LO,AB,1984,15.8,19.8
SPIRIT RIVER RS,AB,1984,17.4,30.8
STEEN LO,AB,1984,15.0,59.0
SWEATHOUSE LO,AB,1984,15.7,73.1
TALBOT LAKE LO,AB,1984,15.0,76.0
TEEPEE LO,AB,1984,15.2,60.6
TROUT MOUNTAIN LO,AB,1984,14.7,37.6
VALLEYVIEW RS,AB,1984,17.0,28.4
WABASCA RS,AB,1984,16.9,77.2
WADLIN LO,AB,1984,15.0,80.4
WANHAM CDA,AB,1984,15.0,21.8
WATINO,AB,1984,17.2,103.8
WATT MOUNTAIN LO,AB,1984,14.8,112.8
WHITEFISH LO,AB,1984,15.6,92.5
WHITE MOUNTAIN LO,AB,1984,14.3,37.2
WHITEMUD LO,AB,1984,15.3,33.8
WHITESAND LO,AB,1984,13.0,69.9
WOKING CDA,AB,1984,14.7,36.7
YATES LO,AB,1984,16.8,54.0
ZAMA LO,AB,1984,16.4,104.5
DAVIDSON LAKE TOWER,AB,1984,17.2,52.6
CLEARDALE,AB,1984,15.0,45.6
CROWE TOWER,AB,1984,14.3,83.4
COLD LAKE A,AB,1984,17.7,47.4
AMULET,SK,1984,21.2,12.0
ATWATER,SK,1984,19.4,31.0
BRIERCREST 2,SK,1984,20.0,19.2
BROADVIEW,SK,1984,19.2,46.8
BUFFALO POUND LAKE,SK,1984,19.9,21.5
CANORA,SK,1984,18.6,34.0
CARLYLE,SK,1984,20.0,31.0
CARON,SK,1984,20.4,27.0
CEYLON,SK,1984,20.3,5.6
COTE,SK,1984,18.5,21.6
CUPAR,SK,1984,19.1,26.6
DAHINDA,SK,1984,19.9,14.6
DAVIDSON,SK,1984,18.3,50.8
DAVIN 5,SK,1984,20.9,25.2
DUVAL,SK,1984,20.2,19.8
ESTEVAN A,SK,1984,22.1,24.7
FENWOOD,SK,1984,18.6,55.8
FERTILE,SK,1984,19.9,18.2
FOAM LAKE,SK,1984,18.1,29.4
GOOD SPIRIT LAKE,SK,1984,18.1,39.2
GUERNSEY,SK,1984,19.2,9.9
HANDSWORTH,SK,1984,21.2,57.8
HEWARD,SK,1984,21.4,100.3
HUMBOLDT,SK,1984,18.4,16.4
INDIAN HEAD CDA,SK,1984,20.3,17.8
INDIAN HEAD PFRA,SK,1984,20.4,18.8
INSINGER,SK,1984,19.1,17.2
KELLIHER,SK,1984,18.4,19.2
KIPLING,SK,1984,19.7,38.1
KUROKI,SK,1984,18.3,26.2
LAKE ALMA,SK,1984,21.2,2.2
LAST MOUNTAIN CS,SK,1984,19.6,23.0
LEROY,SK,1984,18.8,9.2
LIPTON,SK,1984,19.2,16.2
LIPTON 2,SK,1984,19.4,8.8
LUMSDEN,SK,1984,20.0,24.0
LUMSDEN 3,SK,1984,20.2,27.7
MARYFIELD,SK,1984,19.5,11.3
MIDALE,SK,1984,21.2,7.4
MOOSE JAW A,SK,1984,20.6,19.5
MOOSE MOUNTAIN RESERVOIR,SK,1984,19.6,45.6
MOOSOMIN,SK,1984,20.0,13.2
MUENSTER,SK,1984,19.0,18.1
NOKOMIS,SK,1984,19.2,15.6
ODESSA,SK,1984,20.8,17.0
ORMISTON,SK,1984,20.7,12.1
OXBOW,SK,1984,20.2,10.0
PARKBEG,SK,1984,20.6,20.2
PARKERVIEW,SK,1984,18.4,41.4
PASWEGIN,SK,1984,18.2,15.8
PREECEVILLE,SK,1984,17.7,39.9
QU'APPELLE 1,SK,1984,19.8,6.2
RAYMORE,SK,1984,19.2,23.4
REGINA A,SK,1984,20.5,25.6
REGINA CDA,SK,1984,19.5,53.1
REGINA CITY GREENHOUSES,SK,1984,20.7,29.0
ROCANVILLE,SK,1984,19.3,64.9
SEDLEY,SK,1984,19.6,24.0
SEMANS,SK,1984,19.4,88.1
SERATH,SK,1984,19.2,17.7
STRASBOURG,SK,1984,20.1,17.2
TUGASKE,SK,1984,19.7,46.4
WAPELLA NEWFINLAND,SK,1984,19.6,47.8
WAPELLA PIPESTONE,SK,1984,20.1,16.0
WATROUS,SK,1984,19.2,19.4
WAWOTA,SK,1984,19.8,39.9
WEYBURN,SK,1984,21.2,19.0
WHITEWOOD,SK,1984,19.4,34.0
WILCOX,SK,1984,20.0,26.0
WISHART,SK,1984,18.8,57.5
WOLSELEY,SK,1984,20.4,30.9
WYNYARD,SK,1984,18.8,15.6
YELLOW GRASS,SK,1984,20.6,34.8
YORKTON A,SK,1984,18.6,31.3
ZEHNER,SK,1984,19.5,31.9
REGINA UNIVERSITY,SK,1984,20.3,52.2
ABBEY,SK,1984,20.2,34.5
ALSASK HARDENE,SK,1984,19.3,49.4
ANEROID,SK,1984,20.4,6.2
ASSINIBOIA,SK,1984,19.9,9.6
BEECHY,SK,1984,20.2,65.0
CHAPLIN,SK,1984,19.8,2.0
CODERRE,SK,1984,19.9,11.2
COURVAL,SK,1984,20.2,12.2
CYPRESS HILLS,SK,1984,16.4,10.8
EASTLEIGH,SK,1984,20.2,23.8
ELBOW,SK,1984,19.5,62.6
ELROSE,SK,1984,20.5,39.0
ESTON,SK,1984,19.9,26.2
GOLDEN PRAIRIE,SK,1984,19.5,21.3
GRAVELBOURG,SK,1984,20.2,12.4
GULL LAKE CDA EPF,SK,1984,18.9,13.8
HERBERT,SK,1984,19.8,22.3
INGEBRIGHT LAKE,SK,1984,20.2,29.0
KINCAID,SK,1984,19.4,13.4
KLINTONEL,SK,1984,16.6,8.0
LEADER 2,SK,1984,19.8,33.0
MAPLE CREEK NORTH,SK,1984,20.9,18.6
MAPLE CREEK H S,SK,1984,20.5,7.9
NEIDPATH,SK,1984,20.3,20.8
PALMER,SK,1984,19.5,22.2
PENNANT,SK,1984,20.2,35.1
PORTREEVE,SK,1984,19.1,30.0
READLYN,SK,1984,22.3,0.6
ROADENE,SK,1984,20.0,37.0
ROCK POINT,SK,1984,19.9,40.8
SANCTUARY,SK,1984,19.9,22.6
SHAMROCK,SK,1984,20.5,10.9
SHAUNAVON 2,SK,1984,19.5,13.0
STRONGFIELD,SK,1984,18.1,28.0
SWIFT CURRENT A,SK,1984,19.7,22.5
SWIFT CURRENT CDA,SK,1984,19.6,14.8
TOMPKINS,SK,1984,18.1,101.7
BENGOUGH,SK,1984,21.3,8.8
CLAYDON,SK,1984,20.8,2.8
CONSUL,SK,1984,20.7,4.0
CORONACH,SK,1984,20.5,4.0
CORONACH SPC,SK,1984,20.3,5.0
EASTEND 2,SK,1984,19.9,2.8
MANKOTA,SK,1984,19.9,5.0
TREELON,SK,1984,21.0,3.5
VAL-MARIE,SK,1984,20.4,4.0
WILLOW CREEK,AB,1984,21.0,3.2
ARTLAND,SK,1984,18.0,10.6
BAD LAKE IHD 102,SK,1984,19.4,26.4
BIGGAR,SK,1984,19.4,22.4
BUTTE ST PIERRE,SK,1984,16.8,46.2
CANDO,SK,1984,19.4,28.8
GLASLYN 2,SK,1984,16.7,50.3
GLENBUSH,SK,1984,16.7,45.0
HILLMOND,SK,1984,18.0,58.5
KELFIELD,SK,1984,18.9,16.9
KERROBERT,SK,1984,19.1,27.4
KINDERSLEY KY,SK,1984,19.6,27.1
LLOYDMINSTER 12E,SK,1984,17.7,38.2
NORTH BATTLEFORD A,SK,1984,18.6,11.4
PAYNTON,SK,1984,17.8,31.8
ROSETOWN,SK,1984,19.3,23.2
ST DONATUS,SK,1984,18.0,36.8
ST WALBURG,SK,1984,17.2,88.6
SCOTSTOWN,SK,1984,18.3,25.8
SCOTT CDA,SK,1984,17.8,9.1
WASECA,SK,1984,18.0,42.8
CAMEO,SK,1984,17.9,35.2
COLONSAY,SK,1984,19.9,20.6
DANA CFB,SK,1984,19.1,2.2
DINSMORE,SK,1984,19.7,13.3
DUNDURN,SK,1984,19.7,15.8
ETHELTON,SK,1984,19.3,38.8
HAFFORD,SK,1984,18.5,24.6
HAGUE,SK,1984,18.9,8.0
HARRIS,SK,1984,20.4,36.4
HENRIBOURG,SK,1984,17.3,30.3
LENEY,SK,1984,19.5,19.2
MARTENSVILLE,SK,1984,19.4,11.2
MELFORT CDA,SK,1984,18.7,40.8
OUTLOOK PFRA,SK,1984,20.3,33.6
PILGER,SK,1984,19.0,22.2
PRINCE ALBERT A,SK,1984,18.6,38.7
RADISSON 1,SK,1984,18.9,11.0
SASKATOON A,SK,1984,19.8,13.4
SASKATOON CENTRAL AVE,SK,1984,19.4,10.5
SASKATOON 2,SK,1984,20.3,16.8
SASKATOON SRC,SK,1984,19.7,13.0
SASKATOON WATER TP,SK,1984,20.3,24.1
VANSCOY COMINCO,SK,1984,19.4,22.6
VISCOUNT,SK,1984,19.2,25.4
WAKAW,SK,1984,18.5,28.5
BEACON HILL,SK,1984,16.1,57.7
BIG RIVER,SK,1984,17.6,57.0
BUFFALO NARROWS A,SK,1984,18.3,41.4
CARSWELL LAKE,SK,1984,17.1,106.3
CLUFF LAKE,SK,1984,17.5,122.0
COLLINS BAY,SK,1984,16.1,88.0
CREE LAKE,SK,1984,17.1,51.1
DAWN LAKE,SK,1984,16.9,107.0
GREEN LAKE,SK,1984,16.8,62.2
ISLAND FALLS,SK,1984,17.4,141.4
KEY LAKE,SK,1984,17.2,46.3
LA RONGE A,SK,1984,18.3,53.1
LOON LAKE CDA EPF,SK,1984,16.9,62.0
MEADOW LAKE A,SK,1984,17.0,57.4
URANIUM CITY A,SK,1984,17.3,100.3
WASKESIU LAKE,SK,1984,17.6,46.2
WHITESAND DAM,SK,1984,18.0,43.6
AYLSHAM,SK,1984,18.4,27.0
CHOICELAND,SK,1984,17.7,77.0
CUMBERLAND HOUSE 2,SK,1984,18.1,43.9
LOST RIVER,SK,1984,17.9,40.8
MILE 97,SK,1984,17.5,66.8
NIPAWIN A,SK,1984,18.2,47.3
SMOKY BURN,SK,1984,18.7,34.5
ARRAN 23N,SK,1984,18.3,17.0
HUDSON BAY A,SK,1984,18.2,22.8
PELLY,SK,1984,16.9,20.4
PORCUPINE PLAIN,SK,1984,18.5,26.0
BALDUR,MB,1984,19.9,35.0
BINSCARTH,MB,1984,18.4,27.0
BIRTLE,MB,1984,18.4,46.5
BOGGY CREEK,MB,1984,17.3,68.2
BRANDON A,MB,1984,19.1,30.9
BRANDON CDA,MB,1984,19.6,27.7
CARBERRY,MB,1984,19.5,45.0
CYPRESS RIVER,MB,1984,19.6,26.2
DELORAINE,MB,1984,20.9,25.0
GLENBORO,MB,1984,19.6,28.2
HAMIOTA,MB,1984,18.3,19.0
MINNEDOSA,MB,1984,17.6,25.2
OAKNER,MB,1984,19.0,33.0
PIERSON,MB,1984,20.3,29.4
PORTAGE SOUTHPORT A,MB,1984,19.9,36.9
PORTAGE LA PRAIRIE 2,MB,1984,19.1,81.3
RIDING MTN AUDY,MB,1984,16.8,15.4
ROBLIN,MB,1984,18.3,25.8
ROBLIN NORTH,MB,1984,16.8,20.6
ROSSBURN,MB,1984,17.6,27.2
RUSSELL,ON,1984,20.6,68.7
SOMERSET,MB,1984,18.5,56.6
SOURIS,MB,1984,19.5,31.9
STRATHCLAIR,MB,1984,17.9,35.2
TURTLE MOUNTAIN 6,MB,1984,20.4,22.0
VIRDEN,MB,1984,20.2,26.6
WASAGAMING,MB,1984,16.5,22.0
WASKADA,MB,1984,20.9,15.7
ALTONA,MB,1984,20.0,48.4
CARTWRIGHT,NL,1984,13.1,86.8
DEERWOOD,MB,1984,20.6,66.0
DOMAIN,MB,1984,19.1,78.0
DUGALD,MB,1984,19.3,52.7
ELM CREEK,MB,1984,19.3,73.2
EMERSON,MB,1984,19.2,53.4
GLENLEA,MB,1984,18.7,63.4
GRAYSVILLE,MB,1984,20.3,53.0
GUNTON HATCHERY,MB,1984,19.3,48.8
LANDMARK,MB,1984,18.2,48.5
MARCHAND,MB,1984,18.5,56.2
MARQUETTE,MB,1984,19.8,52.2
MORDEN CDA,MB,1984,20.6,38.4
MORDEN RADIO,MB,1984,19.9,46.4
MORRIS,MB,1984,20.0,45.0
MYRTLE,MB,1984,19.1,64.8
NIVERVILLE,MB,1984,19.1,56.0
PEACE GARDENS,MB,1984,19.1,30.6
NINETTE 1 NW,MB,1984,19.8,18.8
PILOT MOUND (AUT),MB,1984,19.4,33.6
PINEY,MB,1984,18.2,102.8
PLUM COULEE,MB,1984,20.3,22.7
RATHWELL,MB,1984,19.4,24.7
ST ANDREWS A,MB,1984,18.5,62.4
SELKIRK,MB,1984,19.9,47.6
SPRAGUE,MB,1984,18.5,120.0
STARBUCK,MB,1984,18.7,80.4
STEINBACH,MB,1984,18.8,54.4
STONEWALL,MB,1984,19.1,68.8
STONY MOUNTAIN,MB,1984,19.5,48.5
TURTLE MOUNTAIN 11,MB,1984,19.8,16.4
WINNIPEG INT'L A,MB,1984,19.6,38.3
WINNIPEG STP,MB,1984,19.6,52.8
ZHODA,MB,1984,19.0,100.8
ARBORG,MB,1984,18.6,32.0
BEAUSEJOUR 2,MB,1984,19.2,48.3
BISSETT,MB,1984,18.9,72.0
BROAD VALLEY,MB,1984,19.0,29.4
ELMA,MB,1984,17.8,75.0
FISHER BRANCH SOUTH,MB,1984,19.0,25.8
FRASERWOOD,MB,1984,19.2,53.2
GIMLI,MB,1984,19.2,32.6
GRAND RAPIDS HYDRO,MB,1984,19.9,56.4
HODGSON 2,MB,1984,17.9,33.0
INDIAN BAY,MB,1984,18.7,83.4
PINAWA WNRE,MB,1984,19.0,80.7
PINE DOCK,MB,1984,19.4,31.0
PINE FALLS,MB,1984,19.1,74.3
OSTENFELD,MB,1984,18.6,49.2
ASHERN,MB,1984,18.8,36.8
BIRCH RIVER,MB,1984,18.4,41.2
DAUPHIN A,MB,1984,18.8,29.1
DELTA MARSH CS,MB,1984,19.3,33.4
ERIKSDALE 1,MB,1984,17.6,32.9
GILBERT PLAINS,MB,1984,18.3,16.0
COWAN,MB,1984,18.2,43.4
GLADSTONE SOUTH,MB,1984,19.4,33.4
GRASS RIVER,MB,1984,19.2,32.8
LANGRUTH,MB,1984,18.7,63.9
LUNDAR,MB,1984,18.2,63.0
LUNDAR 4SW,MB,1984,19.6,59.2
MACGREGOR,MB,1984,19.2,44.5
MEADOW PORTAGE,MB,1984,19.2,26.0
MOOSEHORN COOK,MB,1984,18.7,65.7
NEEPAWA WATER,MB,1984,19.4,18.2
OVERFLOWING RIVER,MB,1984,19.0,36.4
OCHRE RIVER,MB,1984,19.1,23.0
PINE RIVER,MB,1984,17.6,29.7
PLUMAS,MB,1984,19.1,33.8
SWAN RIVER,MB,1984,19.5,20.6
VOGAR,MB,1984,20.1,38.8
WILSON CREEK WEIR CS,MB,1984,19.8,21.0
FLIN FLON,MB,1984,19.5,89.4
FLIN FLON A,MB,1984,19.1,89.8
PASQUIA PROJECT,MB,1984,18.2,27.0
THE PAS A,MB,1984,18.8,47.2
CHURCHILL A,MB,1984,12.2,32.2
CROSS LAKE JENPEG,MB,1984,19.4,94.8
GILLAM A,MB,1984,16.8,69.2
ISLAND LAKE A,MB,1984,18.7,75.4
KELSEY HYDRO,MB,1984,18.0,53.4
LYNN LAKE A,MB,1984,17.6,48.2
RUTTAN LAKE,MB,1984,17.0,71.1
SNOW LAKE,MB,1984,19.3,13.2
SOUTH INDIAN LAKE,MB,1984,17.5,53.1
THOMPSON A,MB,1984,17.0,54.2
WABOWDEN,MB,1984,17.8,102.4
NORWAY HOUSE A,MB,1984,18.6,39.3
NORWAY HOUSE FORESTRY,MB,1984,19.9,49.8
BIG TROUT LAKE,ON,1984,16.6,90.3
EAR FALLS,ON,1984,18.8,86.5
LANSDOWNE HOUSE,ON,1984,18.0,114.0
PICKLE LAKE (AUT),ON,1984,17.8,109.6
RED LAKE A,ON,1984,18.0,107.1
ATIKOKAN,ON,1984,17.4,155.6
ATIKOKAN MARMION,ON,1984,19.4,90.6
BARWICK,ON,1984,18.7,77.0
FORT FRANCES,ON,1984,19.6,74.2
FORT FRANCES A,ON,1984,18.0,72.1
SLEEMAN,ON,1984,18.4,74.4
STRATTON,ON,1984,18.6,68.0
EMO RADBOURNE,ON,1984,18.4,81.6
DRYDEN,ON,1984,18.5,104.6
DRYDEN A,ON,1984,18.6,93.2
IGNACE TCPL 58,ON,1984,18.6,101.5
KENORA A,ON,1984,20.0,43.5
KENORA TCPL 49,ON,1984,19.3,41.7
RAWSON LAKE,ON,1984,19.8,63.7
SIOUX LOOKOUT A,ON,1984,18.6,99.2
